Numero de radar;Type de radar;Date de mise en service;VMA ;Latitude; Longitude
1418;ETT;23/01/2020 00:00;80;+48.424428;-1.450238
1419;ETT;10/01/2020 00:00;80;+50.418405;+2.413996
1420;ETT;21/01/2020 00:00;90;+49.147187;+5.383376
1421;ETT;22/06/2020 00:00;90;+48.261405;+4.085178
1422;ETT;07/08/2020 00:00;80;+48.227529;+6.518401
1423;ETT;30/01/2020 00:00;80;+47.840783;-1.720915
1424;ETT;16/07/2020 00:00;80;+49.385356;+1.259784
1425;ETT;28/09/2020 00:00;90;+48.520505;+4.810169
1426;ETT;21/02/2020 00:00;70;+47.802911;+0.315505
1427;ETT;04/11/2019 00:00;80;+48.050064;-0.867470
1428;ETT;24/10/2020 00:00;80;+49.554309;+0.435647
1429;ETT;11/02/2020 10:05;70;+49.618422;+3.459102
1430;ETT;20/12/2019 00:00;50;+46.945512;+3.121233
1431;ETT;07/07/2020 00:00;50;+50.461908;+2.894868
1432;ETT;14/08/2020 00:00;80;+48.544756;-1.914274
1433;ETT;10/12/2019 00:00;90;+46.989348;+3.258549
1434;ETT;01/09/2020 00:00;80;+47.816397;+5.497677
1435;ETT;16/01/2020 00:00;70;+48.886362;-0.238231
1436;ETT;20/01/2023 00:00;50;+47.218763;-1.650254
1437;ETT;24/01/2020 00:00;50;+49.893315;+3.910781
1438;ETT;29/10/2020 00:00;70;+49.838324;+3.284178
1439;ETT;28/01/2020 00:00;80;+47.835802;+7.341602
1440;ETT;17/07/2020 00:00;70;+47.91627;+0.82506
1441;ETT;23/05/2020 00:00;80;+49.397047;+3.174093
1442;ETT;17/06/2020 00:00;90;+48.242516;+3.699671
1443;ETT;09/10/2020 14:00;80;+48.443143;+1.957466
1444;ETT;03/03/2020 00:00;90;+47.543172;+6.508859
1445;ETT;07/08/2020 00:00;90;+48.152362;+6.564044
1446;ETT;24/01/2020 00:00;80;+49.648851;+2.752146
1447;ETT;27/04/2022 13:22;70;+48.604412;+5.028737
1448;ETT;24/09/2020 13:30;50;+48.285145;+5.487235
1449;ETT;11/01/2021 00:00;90;+47.158616;+0.646876
1450;ETT;11/02/2020 10:10;80;+49.607133;+3.504562
1451;ETT;11/02/2020 00:00;80;+49.999464;+1.538539
1452;ETT;06/03/2023 00:00;50;+49.66735;+2.914974
1453;ETT;13/02/2020 00:00;50;+50.253413;+3.162564
1454;ETT;07/08/2020 00:00;80;+50.254136;+1.661584
1455;ETT;31/01/2020 00:00;90;+48.195900;+6.046958
1456;ETT;19/07/2023 09:10;90;+48.350287;+0.407359
1457;ETT;26/06/2020 12:00;80;+48.062079;-1.302181
1458;ETT;23/01/2020 00:00;80;+48.343074;-1.221384
1459;ETT;09/09/2020 00:00;80;+49.054215;+1.959700
1460;ETT;05/02/2020 00:00;80;+47.703123;+5.939888
1461;ETT;21/02/2020 00:00;80;+47.711803;+6.522589
1462;ETT;13/02/2020 00:00;70;+48.647381;-1.902344
1463;ETT;09/06/2020 00:00;90;+47.389372;+2.055002
1464;ETT;24/02/2020 00:00;80;+47.662669;+6.375459
1465;ETT;09/09/2020 00:00;80;+49.088679;+2.415471
1466;ETT;06/02/2020 00:00;90;+47.685545;+6.107895
1467;ETT;15/11/2019 00:00;80;+48.794388;+2.864322
1468;ETT;05/03/2020 00:00;90;+48.020768;-0.096186
1469;ETT;24/09/2020 15:49;90;+48.484515;+5.113142
1470;ETT;13/03/2020 00:00;80;+47.658535;+6.364061
1471;ETT;29/10/2021 00:00;80;+47.887244;+6.911139
1472;ETT;05/03/2020 00:00;80;+47.904858;-3.996853
1473;ETT;19/12/2022 10:30;80;+48.506200;-4.303587
1474;ETT;05/03/2020 00:00;80;+47.969834;-3.959823
1475;ETT;10/02/2020 00:00;50;+49.223201;+2.611601
1476;ETT;27/07/2020 16:24;80;+49.534243;+4.376005
1477;ETT;13/08/2020 00:00;80;+49.416314;+2.420211
1478;ETT;18/03/2020 00:00;50;+49.162193;+4.011483
1479;ETT;19/03/2020 00:00;90;+47.614278;-0.766068
1480;ETT;21/01/2020 00:00;90;+46.844838;+3.418052
1481;ETT;02/12/2020 10:30;80;+48.958685;+2.976440
1482;ETT;27/11/2020 00:00;80;+49.656218;+4.886550
1483;ETT;27/11/2020 00:00;80;+49.675369;+5.092511
1484;ETT;11/03/2020 11:30;80;+48.764821;-3.079707
1485;ETT;06/03/2020 00:00;80;+46.611819;-1.039448
1486;ETT;17/07/2020 00:00;70;+47.070678;-0.901965
1487;ETT;25/06/2020 00:00;80;+48.846424;+7.207202
1488;ETT;22/09/2020 00:00;80;+47.467291;+6.097632
1489;ETT;24/06/2020 00:00;50;+46.993506;+2.169022
1490;ETT;04/07/2023 18:00;80;+48.416706;-2.842867
1491;ETT;12/06/2020 00:00;90;+47.204714;+2.319611
1492;ETT;06/03/2020 00:00;70;+46.719342;-1.672903
1493;ETT;17/07/2020 00:00;90;+47.530024;-0.420395
1494;ETT;06/03/2020 00:00;80;+46.928604;-1.261893
1495;ETT;31/05/2021 00:00;90;+48.78429;+5.19624
1496;ETT;06/03/2020 00:00;80;+46.615584;-1.355113
1497;ETT;03/03/2020 00:00;80;+48.640378;+6.904940
1498;ETT;01/03/2023 00:00;90;+48.746032;-0.243334
1499;ETT;18/06/2020 00:00;50;+47.722508;+6.877833
1500;ETT;27/07/2020 20:25;90;+48.748866;+5.120951
1501;ETT;24/09/2021 14:00;90;+49.181530;+0.227022
1502;ETT;09/03/2020 00:00;50;+47.488620;-0.509512
1503;ETT;08/12/2020 00:00;80;+48.800175;-1.523602
1504;ETT;18/06/2020 00:00;70;+47.012063;+2.727598
1505;ETT;12/06/2020 00:00;70;+47.013140;+2.722533
1506;ETT;11/09/2020 00:00;50;+48.917714;+5.240145
1507;ETT;10/06/2020 00:00;50;+48.65226;+0.761
1508;ETT;25/06/2020 00:00;70;+48.911861;-0.489098
1509;ETT;14/08/2023 00:00;80;+48.980755;+6.747584
1510;ETT;29/06/2020 15:00;90;+48.457419;+0.546958
1511;ETT;04/06/2020 00:00;70;+48.840292;-0.987786
1512;ETT;10/07/2020 00:00;80;+48.922373;+7.108285
1513;ETT;23/12/2020 00:00;80;+49.698030;+3.270358
1514;ETT;13/09/2021 00:00;80;+49.863192;+4.629589
1515;ETT;12/08/2020 00:00;80;+46.812743;+6.363780
1516;ETT;12/08/2020 00:00;80;+46.812857;+6.363665
1517;ETT;06/07/2020 00:00;90;+47.283775;+6.821357
1518;ETT;09/07/2020 00:00;70;+47.132307;+6.558547
1519;ETT;04/09/2020 00:00;50;+47.465136;+6.702792
1520;ETT;29/10/2020 00:00;90;+46.978893;+6.441604
1521;ETT;26/02/2020 00:00;80;+47.743056;+2.014745
1522;ETT;23/03/2020 00:00;70;+48.94735;+4.36043
1523;ETT;26/08/2020 00:00;90;+47.142314;+6.375610
1524;ETT;15/07/2020 00:00;90;+47.483614;+0.767494
1525;ETT;01/10/2020 00:00;90;+47.437343;+5.110995
1526;ETT;07/08/2020 00:00;80;+48.078801;+6.787159
1527;ETT;01/12/2020 10:30;70;+47.222135;+5.961589
1528;ETT;19/08/2020 00:00;80;+48.743296;+0.85396
1529;ETT;26/06/2020 00:00;90;+46.632641;+1.256907
1530;ETT;11/06/2020 00:00;80;+48.274769;-1.151327
1531;ETT;21/12/2020 00:00;80;+48.542907;+1.546044
1532;ETT;06/11/2020 00:00;90;+47.441320;+5.875510
1533;ETT;21/08/2020 00:00;90;+47.173073;+5.495417
1534;ETT;08/12/2020 00:00;80;+48.385123;+6.944089
1535;ETT;11/08/2020 00:00;80;+48.241622;-3.336902
1536;ETT;16/02/2021 00:00;90;+47.560403;+0.609798
1537;ETT;06/03/2020 00:00;80;+46.698486;-1.350469
1538;ETT;10/11/2020 00:00;80;+48.719662;+3.534204
1539;ETT;30/09/2020 00:00;80;+49.938251;+3.244199
1540;ETT;10/07/2020 00:00;80;+48.645602;-3.005312
1541;ETT;10/07/2020 00:00;90;+48.101444;-2.262687
1542;ETT;15/07/2020 00:00;70;+49.176793;-0.514998
1543;ETT;08/09/2020 00:00;110;+49.743353;+2.677186
1544;ETT;27/07/2020 20:00;90;+47.331726;+6.365523
1545;ETT;07/09/2020 00:00;80;+47.433976;-1.827675
1546;ETT;26/06/2020 00:00;90;+46.791485;+1.597762
1547;ETT;26/06/2020 00:00;80;+46.977075;+2.069324
1548;ETT;17/07/2020 00:00;90;+47.295995;+2.783980
1549;ETT;17/06/2020 15:00;80;+47.114258;+2.611661
1550;ETT;20/07/2020 00:00;90;+49.003139;-0.048771
1551;ETT;18/12/2020 11:30;80;+48.746216;+0.989410
1552;ETT;03/09/2020 00:00;70;+47.353650;-1.254716
1553;ETT;22/06/2023 00:00;80;+48.987931;+6.774012
1554;ETT;04/12/2020 09:00;90;+47.959867;+5.273529
1555;ETT;30/10/2020 00:00;80;+47.787705;-3.453169
1556;ETT;01/12/2020 11:30;90;+46.97565;+1.16756
1557;ETT;17/06/2021 00:00;50;+49.204557;+1.864966
1558;ETT;29/01/2021 13:30;50;+49.402358;+2.970817
1559;ETT;14/05/2021 00:00;50;+49.396919;+3.062830
1560;ETT;07/09/2022 00:00;50;+49.531131;+3.106615
1561;ETT;25/05/2021 00:00;80;+49.592024;+3.003742
1562;ETT;29/09/2021 00:00;50;+49.402859;+3.011194
1563;ETT;21/05/2021 00:00;70;+49.392154;+2.798191
1564;ETT;17/11/2021 00:00;50;+49.184661;+2.895344
1565;ETT;18/01/2022 00:00;50;+49.216903;+2.422571
1566;ETT;30/08/2021 20:30;80;+49.243374;+2.495768
1567;ETT;10/05/2021 00:00;90;+49.204642;+2.630713
1568;ETT;10/03/2022 00:00;50;+49.089203;+2.75341
1569;ETT;26/03/2021 00:00;70;+49.630205;+2.359971
1570;ETT;23/06/2021 00:00;80;+49.490743;+2.312582
1571;ETT;04/04/2022 00:00;80;+49.562200;+2.565169
1572;ETT;20/12/2021 00:00;50;+49.266354;+2.585842
1573;ETT;24/06/2021 10:00;50;+49.315373;+2.738204
1574;ETT;13/07/2021 00:00;50;+49.122743;+2.533166
1575;ETT;15/07/2021 00:00;50;+49.226934;+2.348665
1576;ETT;23/06/2021 00:00;50;+49.226053;+2.765501
1577;ETT;24/06/2021 00:00;50;+49.117928;+3.064488
1578;ETT;28/01/2021 14:30;50;+49.198061;+2.846526
1579;ETT;16/09/2021 06:50;50;+49.234973;+2.856629
1580;ETT;28/02/2022 00:00;50;+49.121554;+2.857849
1581;ETT;30/07/2021 00:00;50;+49.235132;+2.987522
1582;ETT;12/07/2021 00:00;50;+49.111055;+2.605110
1583;ETT;12/02/2021 00:00;50;+49.242445;+2.129476
1584;ETT;21/12/2021 00:00;50;+49.342470;+2.096667
1585;ETT;26/12/2022 00:00;70;+48.774596;+2.608629
1586;ETT;06/04/2021 00:00;50;+49.354681;+2.176710
1587;ETT;12/07/2021 00:00;80;+49.604913;+2.720967
1588;ETT;30/07/2021 00:00;50;+49.434799;+2.642583
1589;ETT;16/11/2021 00:00;50;+49.418200;+1.943156
1590;ETT;22/09/2020 00:00;90;+47.565818;+6.276614
1591;ETT;03/08/2020 00:00;80;+48.004992;+0.370729
1592;ETT;08/02/2021 00:00;80;+47.916780;+0.073195
1593;ETT;01/12/2020 15:30;80;+49.580283;+0.730021
1594;ETT;31/07/2020 14:30;90;+48.305176;+2.508640
1595;ETT;23/11/2020 00:00;70;+47.918051;+3.713036
1596;ETT;15/01/2021 14:30;90;+49.403242;+2.669548
1597;ETT;14/12/2020 00:00;90;+46.998681;+4.797964
1598;ETT;21/10/2020 00:00;90;+46.935249;+4.669236
1599;ETT;20/11/2020 11:00;90;+47.051931;+6.648888
1600;ETT;20/01/2021 00:00;70;+48.586077;-1.90817
1601;ETT;08/12/2020 00:00;80;+49.981997;+1.601011
1602;ETT;14/02/2023 00:00;90;+48.65295;-0.5008
1603;ETT;10/03/2023 00:00;90;+48.72395;+0.65509
1604;ETT;25/01/2023 00:00;50;+47.213901;+2.101499
1605;ETT;30/10/2020 00:00;80;+49.214644;+1.593250
1606;ETT;09/09/2021 00:00;70;+49.397167;+2.124968
1607;ETT;23/02/2023 00:00;80;+49.064130;+1.031071
1608;ETT;16/11/2020 00:00;80;+47.381252;+0.767416
1609;ETT;23/03/2021 00:00;70;+47.447281;+0.613059
1610;ETT;08/05/2021 00:00;70;+48.454849;-2.648904
1611;ETT;24/11/2020 00:00;90;+48.461039;+3.896049
1612;ETT;03/12/2020 13:00;50;+47.512258;+3.840141
1613;ETT;10/03/2021 00:00;90;+49.23639;+3.980107
1614;ETT;08/12/2020 00:00;80;+48.71900;-1.409570
1615;ETT;28/10/2021 00:00;80;+48.346649;-2.495028
1616;ETT;14/09/2021 16:20;50;+48.983066;+2.362558
1617;ETT;04/01/2021 00:00;80;+48.493629;+3.885719
1618;ETT;26/07/2021 00:00;50;+48.966957;+6.549284
1619;ETT;10/03/2021 00:00;50;+46.86836;+5.716326
1620;ETT;23/03/2021 00:00;70;+48.923728;+6.038174
1621;ETT;20/12/2021 00:00;50;+49.258724;+4.075371
1622;ETT;08/12/2021 00:00;50;+49.414119;+2.066863
1623;ETT;07/04/2022 00:00;80;+49.489118;+2.149730
1624;ETT;13/01/2022 00:00;50;+49.176302;+2.226707
1625;ETT;14/06/2021 00:00;90;+49.16919;+1.75875
1626;ETT;17/03/2021 00:00;80;+49.517695;+3.753013
1627;ETT;19/03/2021 15:55;50;+49.392438;+2.207859
1628;ETT;19/05/2021 00:00;70;+49.238470;+6.067102
1629;ETT;16/05/2022 00:00;70;+48.872411;+2.433814
1630;ETT;23/06/2021 00:00;70;+47.254427;-1.522285
1631;ETT;09/07/2021 00:00;80;+49.535375;+2.947051
1632;ETT;08/03/2021 09:20;50;+49.293395;+2.570495
1633;ETT;05/05/2021 13:00;70;+49.674682;+1.910639
1634;ETT;27/01/2021 00:00;90;+48.086391;-3.55019
1635;ETT;19/02/2021 16:30;70;+48.313731;-3.148665
1636;ETT;28/10/2021 00:00;50;+49.588354;+2.005227
1637;ETT;21/06/2021 12:00;90;+47.196946;+6.173395
1638;ETT;17/08/2021 00:00;70;+48.418385;-0.008779
1639;ETT;04/10/2021 00:00;50;+47.421872;-1.297381
1640;ETT;28/07/2021 20:00;50;+48.640497;+6.253813
1641;ETT;16/09/2021 09:15;80;+49.508427;+2.016528
1642;ETT;07/09/2021 00:00;50;+49.562244;+1.911258
1643;ETT;05/05/2021 15:55;50;+49.432336;+2.043956
1644;ETT;10/03/2022 00:00;50;+49.430833;+2.837027
1645;ETT;12/07/2021 14:30;50;+47.129494;+6.569194
1646;ETT;14/06/2023 12:05;80;+49.562536;+3.643757
1647;ETT;19/05/2021 00:00;70;+48.725181;+3.837921
1648;ETT;26/05/2021 20:00;80;+48.134441;+1.340886
1649;ETT;17/05/2021 15:05;80;+49.140137;+0.652221
1650;ETT;21/05/2021 00:00;50;+47.75802;+7.35231
1651;ETT;13/07/2021 00:00;90;+47.863370;-2.819390
1652;ETT;13/07/2021 00:00;90;+47.739729;-2.438225
1653;ETT;26/11/2021 00:00;80;+47.334601;+3.346620
1654;ETT;02/07/2021 11:35;80;+48.380434;-2.494375
1655;ETT;02/08/2021 00:00;50;+49.317395;+1.774467
1656;ETT;17/06/2021 11:15;70;+48.489933;-1.737007
1657;ETT;08/12/2021 00:00;50;+49.457021;+2.006000
1658;ETT;30/12/2021 20:25;90;+48.811349;-0.820459
1659;ETT;12/07/2021 10:40;70;+48.774420;+2.150212
1660;ETT;06/08/2021 00:00;90;+47.53231;+0.83987
1661;ETT;28/06/2021 14:20;80;+50.533493;+2.605234
1662;ETT;24/11/2021 00:00;80;+49.11601;+6.305216
1663;ETT;29/07/2021 11:25;70;+48.138589;+5.050104
1664;ETT;22/10/2021 15:00;90;+48.267371;+4.610399
1665;ETT;11/03/2022 00:00;80;+49.472644;+2.079106
1666;ETT;22/09/2021 00:00;80;+49.680722;+3.057832
1667;ETT;25/08/2021 10:40;70;+49.469401;+0.950324
1668;ETT;22/09/2021 00:00;50;+49.665077;+1.812756
1669;ETT;27/06/2022 00:00;50;+48.769956;+2.424164
1670;ETT;04/10/2021 12:00;50;+50.213211;+2.559376
1671;ETT;24/12/2021 00:00;70;+48.77157;+1.16163
1672;ETT;13/12/2021 20:00;50;+48.45466;+4.96261
1673;ETT;30/12/2021 00:00;50;+46.734461;+2.524086
1674;ETT;03/11/2021 00:00;80;+47.849181;+3.624761
1675;ETT;15/11/2021 00:00;50;+49.241198;+3.031432
1676;ETT;18/11/2021 08:50;80;+48.390184;-2.627093
1677;ETT;08/12/2021 00:00;70;+49.367317;+2.24661
1678;ETT;09/12/2021 11:00;70;+47.740189;+3.605225
1679;ETT;15/07/2022 00:00;50;+49.872571;+4.378160
1680;ETT;21/03/2022 00:00;50;+49.33497;+2.19774
1681;ETT;21/12/2021 00:00;80;+49.217701;+2.231924
1682;ETT;14/12/2021 00:00;70;+48.706823;+4.655652
1683;ETT;07/04/2022 00:00;90;+49.451860;+2.099796
1684;ETT;28/03/2023 00:00;90;+49.249471;+2.481862
1685;ETT;21/03/2022 00:00;50;+49.437224;+2.071638
1686;ETT;27/06/2022 00:00;50;+48.76507;+2.491458
1687;ETT;29/09/2022 00:00;90;+48.204396;+1.939929
1688;ETT;23/02/2022 00:00;90;+48.761577;-0.682759
1689;ETT;12/07/2022 00:00;80;+49.528186;+1.847365
1690;ETT;14/02/2022 00:00;90;+46.379674;+5.807051
1691;ETT;15/02/2022 00:00;90;+47.936230;+3.234941
1692;ETT;28/10/2022 00:00;90;+47.953805;+3.308807
1693;ETT;21/03/2022 00:00;50;+49.457949;+2.213062
1694;ETT;19/09/2022 00:00;70;+48.968113;+6.297874
1695;ETT;24/02/2022 00:00;80;+49.55166;-1.757078
1696;ETT;21/03/2022 00:00;80;+49.44409;-1.710101
1697;ETT;03/06/2022 00:00;80;+49.315404;+2.626420
1698;ETT;11/03/2022 00:00;50;+50.713072;+2.631861
1699;ETT;25/10/2022 00:00;50;+48.910063;+2.385904
1700;ETT;20/04/2022 15:45;50;+50.176937;+2.456080
1701;ETT;16/05/2022 00:00;80;+48.836610;-1.466605
1702;ETT;13/04/2022 00:00;90;+50.350422;+3.060967
1703;ETT;31/10/2022 00:00;70;+47.872881;-2.494171
1704;ETT;06/08/2025 00:00;70;+47.905096;-2.520657
1705;ETT;25/10/2022 15:00;90;+48.344071;+4.205523
1706;ETT;10/02/2023 00:00;50;+49.535730;+1.869624
1707;ETT;16/05/2022 00:00;50;+49.592112;+3.112447
1708;ETT;07/10/2022 08:30;80;+48.987933;+6.338204
1709;ETT;25/11/2022 00:00;80;+48.997135;+6.470796
1710;ETT;14/11/2022 00:00;50;+49.293690;+2.604695
1711;ETT;19/08/2022 17:00;50;+48.679266;+1.966077
1712;ETT;05/07/2022 00:00;50;+49.598758;+1.954970
1713;ETT;30/09/2022 09:25;90;+48.57775;-0.34848
1714;ETT;10/10/2022 00:00;50;+46.81885;+3.0279
1715;ETT;07/09/2022 15:00;90;+46.939843;+6.208640
1716;ETT;07/12/2022 00:00;50;+49.248011;+1.553135
1717;ETT;28/07/2022 00:00;50;+48.883957;+2.487637
1718;ETT;29/09/2022 00:00;50;+48.951696;+2.338835
1719;ETT;10/03/2023 00:00;50;+49.068092;+1.172753
1720;ETT;17/06/2022 00:00;70;+48.705725;+4.660238
1721;ETT;21/11/2022 00:00;80;+49.586639;+2.137984
1722;ETT;29/09/2022 00:00;50;+48.745702;+2.020779
1723;ETT;31/10/2022 00:00;80;+48.742412;+2.051544
1724;ETT;01/09/2022 00:00;80;+47.249729;+5.088448
1725;ETT;14/11/2023 13:00;50;+48.571047;+7.786938
1726;ETT;28/07/2022 00:00;50;+48.427032;+7.658851
1727;ETT;21/07/2022 19:00;50;+48.926333;+2.351387
1728;ETT;23/11/2022 08:00;70;+49.63208;+0.809839
1729;ETT;24/11/2022 20:10;50;+50.176387;+3.952864
1730;ETT;31/10/2022 00:00;90;+48.017280;-2.794020
1731;ETT;14/04/2023 00:00;80;+47.793029;-3.340931
1732;ETT;14/12/2022 00:00;90;+47.887885;-3.339653
1733;ETT;02/02/2023 00:00;70;+49.076334;+6.528353
1734;ETT;01/02/2023 00:00;90;+48.364078;+0.563328
1735;ETT;14/02/2023 00:00;80;+49.057661;+6.561798
1736;ETT;02/02/2023 00:00;80;+49.090724;+6.509788
1737;ETT;16/02/2023 00:00;70;+49.257493;+1.716972
1738;ETT;17/11/2022 00:00;70;+48.731288;+2.239776
1739;ETT;22/09/2023 00:00;80;+48.727623;+2.548477
1740;ETT;26/10/2022 00:00;50;+47.984455;+3.732736
1741;ETT;17/11/2022 00:00;50;+48.749116;-0.017789
1742;ETT;03/02/2023 00:00;80;+49.018765;+6.201986
1743;ETT;08/11/2022 09:30;50;+49.137177;+5.43413
1744;ETT;01/02/2023 00:00;70;+48.784402;+2.565264
1745;ETT;19/07/2023 09:10;90;+48.364747;+0.651123
1746;ETT;29/06/2023 00:00;90;+48.799942;-0.243727
1747;ETT;20/07/2023 00:00;90;+47.099447;+6.043021
1748;ETT;22/09/2023 00:00;80;+49.118258;+6.762686
1749;ETT;30/06/2023 00:00;90;+48.555919;+0.55757
1750;ETT;30/03/2023 00:00;70;+49.11173;+6.703765
1751;ETT;30/03/2023 00:00;90;+49.110561;+6.719677
1752;ETT;13/02/2023 00:00;70;+49.442350;+5.949428
1753;ETT;09/02/2023 00:00;70;+49.457781;+5.961199
1754;ETT;15/02/2023 00:00;70;+48.707931;+1.916715
1755;ETT;10/07/2023 00:00;70;+48.694000;+1.907840
1756;ETT;11/07/2025 16:00;70;+47.958059;-2.573619
1757;ETT;03/02/2023 00:00;90;+47.430231;-0.715720
1758;ETT;08/02/2023 09:35;50;+47.969955;+2.756226
1759;ETT;06/04/2023 10:20;80;+47.39747;+0.90565
1760;ETT;31/08/2023 00:00;80;+49.076968;+7.380167
1761;ETT;31/08/2023 00:00;80;+49.104748;+7.322319
1762;ETT;10/02/2023 00:00;80;+48.040975;-2.890992
1763;ETT;23/02/2023 00:00;70;+48.79843;+0.415229
1764;ETT;24/02/2023 00:00;90;+48.61569;-0.39868
1765;ETT;18/08/2023 00:00;90;+47.965503;+3.463669
1766;ETT;17/03/2023 00:00;70;+48.704496;+0.615452
1767;ETT;22/03/2023 00:00;90;+48.619317;+0.58774
1768;ETT;29/08/2023 10:00;70;+49.137576;+5.429741
1769;ETT;23/03/2023 10:00;90;+48.356760;+2.988073
1770;ETT;03/07/2023 00:00;90;+48.157706;+4.244522
1771;ETT;03/07/2023 00:00;90;+48.098396;+4.379108
1772;ETT;13/06/2023 12:00;80;+49.947583;+3.238622
1773;ETT;19/06/2023 00:00;90;+47.308402;+6.188451
1774;ETT;15/06/2023 15:00;80;+49.466625;+3.348233
1775;ETT;16/05/2023 11:40;90;+48.958164;+2.844165
1776;ETT;29/06/2023 00:00;70;+47.411023;+2.042291
1777;ETT;05/09/2023 21:40;90;+48.893587;-1.507033
1778;ETT;05/07/2023 00:00;70;+50.667435;+3.150957
1779;ETT;05/07/2023 00:00;70;+50.665745;+3.147975
1780;ETT;12/08/2025 00:00;70;+50.600347;+3.127487
1781;ETT;29/09/2023 00:00;90;+46.680524;+4.873108
1782;ETT;02/10/2023 00:00;50;+48.647945;+2.418335
1783;ETT;06/09/2023 10:30;50;+48.889895;+2.271737
1784;ETT;06/07/2023 00:00;50;+50.457547;+3.206144
1785;ETT;27/07/2023 00:00;50;+50.224185;+3.398156
1786;ETT;31/05/2023 00:00;50;+49.404886;+2.841111
1787;ETT;30/11/2023 00:00;70;+47.564839;+0.549198
1788;ETT;18/09/2023 00:00;50;+47.897898;+1.882814
1789;ETT;12/09/2023 12:00;80;+46.868507;+1.802207
1790;ETT;14/09/2023 00:00;90;+48.53143;-0.65408
1791;ETT;22/09/2023 00:00;50;+49.201719;+6.160484
1792;ETT;16/01/2024 00:00;80;+49.314046;+6.157456
1793;ETT;30/06/2023 00:00;50;+50.280626;+3.929437
1794;ETT;04/07/2023 15:00;70;+49.818170;+3.876716
1795;ETT;29/11/2023 00:00;50;+49.504281;+1.991124
1796;ETT;07/09/2023 00:00;90;+46.366438;-1.417226
1797;ETT;25/10/2023 00:00;90;+47.782055;-0.708638
1798;ETT;25/10/2023 00:00;70;+48.816426;-0.605586
1799;ETT;25/10/2023 00:00;90;+48.75741;+0.69491
1800;ETT;02/10/2023 00:00;50;+49.219688;+6.162750
1801;ETT;14/11/2023 15:30;70;+49.098283;+6.118039
1802;ETT;04/10/2023 00:00;70;+47.850759;+1.735944
1803;ETT;02/10/2023 09:15;80;+48.245844;+4.024201
1804;ETT;23/09/2023 00:00;90;+48.49131;+3.857766
1805;ETT;27/09/2023 12:00;90;+48.482699;+3.494158
1806;ETT;14/11/2023 13:00;80;+48.203635;+4.004175
1807;ETT;23/04/2024 00:00;70;+50.108891;+3.518681
1808;ETT;27/03/2024 00:00;50;+48.991294;+2.201433
1809;ETT;07/05/2024 00:00;90;+49.05364;+7.328963
1810;ETT;14/05/2024 00:00;50;+48.642791;+1.858828
1811;ETT;26/11/2024 00:00;90;+48.77618;+0.57295
1812;ETT;21/11/2023 00:00;50;+49.610439;+2.132698
1813;ETT;20/11/2023 00:00;50;+50.736283;+3.171634
1814;ETT;27/03/2024 00:00;50;+50.744143;+3.172812
1815;ETT;21/12/2023 00:00;50;+50.627629;+3.031883
1816;ETT;28/11/2023 00:00;50;+50.661937;+3.067525
1817;ETT;31/01/2024 00:00;50;+48.593806;-2.104697
1818;ETT;01/12/2023 09:25;80;+49.492572;+0.75171
1819;ETT;16/04/2024 00:00;50;+48.958025;+4.323224
1820;ETT;12/03/2024 00:00;50;+49.009483;+3.904065
1821;ETT;13/11/2023 13:00;90;+46.709428;+1.872047
1822;ETT;27/12/2023 00:00;90;+49.001946;+2.385032
1823;ETT;07/12/2023 14:00;70;+48.683125;+6.139761
1824;ETT;02/06/2025 00:00;50;+48.830108;+6.067711
1825;ETT;21/11/2023 08:00;50;+48.740446;+4.392449
1826;ETT;27/11/2023 00:00;70;+48.920963;+4.418110
1827;ETT;29/03/2024 09:00;80;+49.74003;+0.774394
1828;ETT;30/05/2024 10:00;50;+49.527811;+0.720548
1829;ETT;12/02/2024 00:00;50;+47.562845;+5.211899
1830;ETT;03/01/2024 00:00;50;+46.980646;+5.318074
1831;ETT;14/03/2024 09:35;50;+48.959419;+2.301868
1832;ETT;26/04/2024 00:00;70;+48.023591;-0.733843
1833;ETT;12/04/2024 00:00;70;+50.152038;+1.819813
1834;ETT;24/07/2024 00:00;80;+48.837061;-1.502905
1835;ETT;15/01/2024 00:00;80;+49.897100;+2.486921
1836;ETT;02/01/2024 15:30;80;+46.976229;+6.341317
1837;ETT;26/12/2023 00:00;90;+48.279629;+3.218254
1838;ETT;09/01/2024 00:00;90;+48.162086;+3.301739
1839;ETT;14/02/2024 00:00;50;+50.621475;+3.059611
1840;ETT;27/12/2023 00:00;50;+50.142871;+3.373131
1841;ETT;12/04/2024 00:00;50;+49.211898;+2.051946
1842;ETT;12/02/2024 00:00;50;+49.258786;+2.331900
1843;ETT;14/02/2024 00:00;70;+49.229727;+4.032641
1844;ETT;13/02/2024 00:00;50;+49.155355;+3.110999
1845;ETT;12/02/2024 00:00;80;+49.544948;+2.680997
1846;ETT;19/12/2023 16:00;50;+46.996700;+3.166808
1847;ETT;08/04/2024 19:05;50;+49.395326;+3.903851
1848;ETT;17/01/2024 00:00;90;+48.07803;+3.29971
1849;ETT;03/05/2024 13:00;50;+49.033808;+5.435336
1850;ETT;30/01/2025 00:00;90;+50.323733;+3.115403
1851;ETT;12/04/2024 15:45;70;+48.508365;-2.609947
1852;ETT;07/03/2024 12:20;50;+48.22799;+3.266476
1853;ETT;18/03/2024 10:30;50;+47.930120;-1.941823
