Numero de radar;Type de radar;Date de mise en service;VMA ;Latitude; Longitude
13611;Radar fixe;2012-01-27T00:00;80;43.956;3.8169
13612;Radar fixe;2014-06-20T00:00;80;43.951;3.796
13613;Radar fixe;2012-01-12T00:00;80;43.755;1.3626
13614;Radar fixe;2012-01-30T00:00;80;43.077;0.6372
13615;Radar fixe;2013-09-30T00:00;70;43.607;3.9227
13616;Radar fixe;2013-09-30T00:00;70;46.347;6.4331
13617;Radar fixe;2013-07-01T00:00;80;43.421;3.5489
13618;Radar fixe;2012-08-01T00:00;50;43.631954;3.82251
13619;Radar fixe;2012-02-13T00:00;50;47.93;-1.9418
13620;Radar fixe;2012-02-27T00:00;80;48.02;-1.8148
13621;Radar fixe;2012-02-13T00:00;50;48.093;-1.9957
13622;Radar fixe;2012-02-27T00:00;80;45.875;5.3577
13623;Radar fixe;2012-04-06T00:00;70;45.05042;5.78997
13624;Radar fixe;2011-11-24T00:00;80;48.163;2.1271
13625;Radar fixe;2012-06-08T00:00;50;47.48869;-0.50981
13626;Radar fixe;2011-12-01T00:00;80;47.16631;-0.65357
13627;Radar fixe;2011-10-07T00:00;50;49.418;1.9433
13628;Radar fixe;2011-10-20T00:00;70;49.367;2.2466
13629;Radar fixe;2011-11-14T00:00;80;49.336;2.0967
13630;Radar fixe;2011-10-20T00:00;50;49.223;2.6117
13631;Radar fixe;2012-04-13T00:00;80;49.58704;2.1366
13632;Radar fixe;2011-09-22T00:00;50;49.50412;1.99173
13633;Radar fixe;2012-03-15T00:00;50;49.591;3.1108
13634;Radar fixe;2011-12-08T00:00;70;48.792;2.1795
13635;Radar fixe;2011-10-08T00:00;50;48.766;1.9059
13636;Radar fixe;2013-04-29T00:00;80;43.513;2.066
13637;Radar fixe;2013-05-31T00:00;80;44.046;1.9998
13638;Radar fixe;2012-01-19T00:00;70;43.156;5.7408
13639;Radar fixe;2011-12-22T00:00;50;48.66542;2.33981
13640;Radar fixe;2012-03-22T00:00;70;48.313;-3.1479
13641;Radar fixe;2012-01-26T00:00;80;46.939;6.2086
13642;Radar fixe;2012-01-26T00:00;70;47.503;6.7248
13643;Radar fixe;2012-01-26T00:00;70;47.459;6.8415
13644;Radar fixe;2012-01-19T00:00;70;47.132;6.5583
13645;Radar fixe;2012-01-12T00:00;70;47.465;6.7025
13646;Radar fixe;2012-01-26T00:00;80;47.331;6.3656
13647;Radar fixe;2012-03-29T00:00;80;48.885;0.9305
13648;Radar fixe;2012-01-26T00:00;90;49.037;1.0958
13649;Radar fixe;2012-02-03T00:00;80;48.529;1.3172
13650;Radar fixe;2012-02-03T00:00;80;48.26;0.9159
13651;Radar fixe;2012-01-12T00:00;80;48.451;1.2934
13652;Radar fixe;2012-10-12T00:00;50;48.149;1.7091
13653;Radar fixe;2012-02-13T00:00;70;48.068;1.2355
13654;Radar fixe;2012-02-06T00:00;80;48.13697;1.61709
13655;Radar fixe;2012-01-30T00:00;80;46.77;1.6628
13656;Radar fixe;2012-09-14T00:00;50;46.803656;1.694493
13657;Radar fixe;2012-01-26T00:00;80;47.483;0.7681
13658;Radar fixe;2011-12-29T00:00;80;47.481;0.7652
13659;Radar fixe;2012-01-03T00:00;80;47.397;0.906
13660;Radar fixe;2012-04-13T00:00;90;46.802;5.5765
13661;Radar fixe;2012-04-06T00:00;80;46.816;6.0539
13662;Radar fixe;2012-01-26T00:00;80;43.554;-1.2951
13663;Radar fixe;2012-03-15T00:00;80;43.80084;-0.29199
13664;Radar fixe;2012-02-03T00:00;80;47.46997;1.11729
13665;Radar fixe;2012-02-03T00:00;80;47.418;1.2775
13666;Radar fixe;2012-01-10T00:00;80;47.755658;-3.239926
13667;Radar fixe;2012-05-31T00:00;80;47.8395;-3.34053
13668;Radar fixe;2012-03-15T00:00;80;48.022;-2.8202
13669;Radar fixe;2012-10-20T00:00;90;47.664;-2.7858
13670;Radar fixe;2012-01-10T00:00;80;47.62196;-2.8972
13671;Radar fixe;2012-09-21T00:00;80;48.7867;7.55887
13672;Radar fixe;2013-09-09T00:00;70;45.58267;6.73921
13673;Radar fixe;2012-05-31T00:00;80;46.347;6.4332
13674;Radar fixe;2013-10-31T00:00;80;45.98988;6.63149
13675;Radar fixe;2012-02-27T00:00;80;49.083;2.5299
13676;Radar fixe;2012-06-07T00:00;50;48.756;0.0691
13677;Radar fixe;2012-06-29T00:00;80;48.632;0.4816
13678;Radar fixe;2012-06-22T00:00;80;43.976;1.4679
13679;Radar fixe;2012-11-23T00:00;70;43.680891;7.128745
13680;Radar fixe;2012-09-28T00:00;70;43.692385;7.243083
13681;Radar fixe;2013-08-12T00:00;80;44.07932;2.99639
13682;Radar fixe;2012-05-03T00:00;80;44.813;0.507
13683;Radar fixe;2012-04-30T00:00;80;44.829;-0.465
13684;Radar fixe;2012-09-21T00:00;80;44.845;-0.7254
13685;Radar fixe;2012-04-30T00:00;50;44.878;-0.1659
13686;Radar fixe;2012-07-20T00:00;80;45.132;-1.0453
13687;Radar fixe;2012-09-21T00:00;80;44.596;-1.103
13688;Radar fixe;2012-04-30T00:00;80;45.023;-0.1535
13689;Radar fixe;2012-06-21T00:00;90;47.259;-2.2933
13690;Radar fixe;2012-06-14T00:00;80;47.638;-1.9849
13691;Radar fixe;2012-05-24T00:00;80;47.224;-1.4987
13692;Radar fixe;2012-06-28T00:00;80;47.198;-1.2469
13693;Radar fixe;2012-04-24T00:00;80;44.43093;0.978019
13694;Radar fixe;2012-03-21T00:00;80;44.462;0.6923
13695;Radar fixe;2012-03-29T00:00;80;44.07858;0.36688
13696;Radar fixe;2012-08-16T00:00;80;47.965;-0.582
13697;Radar fixe;2012-07-30T00:00;80;47.842;-0.6512
13698;Radar fixe;2013-01-23T00:00;80;48.0501;-0.86753
13699;Radar fixe;2013-02-14T00:00;50;48.3075;-0.6205
13700;Radar fixe;2012-05-31T00:00;90;48.65425;6.92866
13701;Radar fixe;2013-09-27T00:00;80;49.401;6.2821
13702;Radar fixe;2012-08-16T00:00;80;48.6404;6.9047
13703;Radar fixe;2012-05-14T00:00;50;45.684;4.9507
13704;Radar fixe;2012-05-14T00:00;50;45.701;4.8224
13705;Radar fixe;2012-06-22T00:00;50;45.767;4.8238
13706;Radar fixe;2012-06-21T00:00;80;46.593;-0.2155
13707;Radar fixe;2012-11-27T00:00;80;46.837;-0.6833
13708;Radar fixe;2012-09-26T00:00;50;46.317;-0.4312
13709;Radar fixe;2012-08-20T00:00;50;46.963;-0.2097
13710;Radar fixe;2012-08-20T00:00;70;46.191;-0.0563
13711;Radar fixe;2012-06-25T00:00;80;43.76781;2.0429
13712;Radar fixe;2012-04-24T00:00;80;43.748;1.7308
13713;Radar fixe;2012-04-24T00:00;80;43.636;2.2242
13714;Radar fixe;2012-11-05T00:00;80;43.816;1.2489
13715;Radar fixe;2013-08-12T00:00;90;44.102;1.463
13716;Radar fixe;2012-06-15T00:00;80;44.133;1.1878
13717;Radar fixe;2012-10-24T00:00;80;44.033;1.1635
13718;Radar fixe;2012-06-14T00:00;80;44.092;1.0115
13719;Radar fixe;2012-09-13T00:00;50;46.859;-1.8101
13720;Radar fixe;2012-10-26T00:00;80;46.812;-1.8799
13721;Radar fixe;2012-09-26T00:00;80;46.761;-1.9375
13722;Radar fixe;2012-12-06T00:00;80;46.592041;-1.758629
13723;Radar fixe;2012-09-28T00:00;80;46.947;-2.0249
13724;Radar fixe;2012-06-29T00:00;50;48.164;6.4545
13725;Radar fixe;2012-07-16T00:00;50;47.512;3.8401
13726;Radar fixe;2012-03-29T00:00;70;48.171;3.2612
13727;Radar fixe;2012-09-28T00:00;50;48.89088;2.20696
13728;Radar fixe;2014-07-01T00:00;50;48.89787;2.2633
13729;Radar fixe;2012-10-12T00:00;50;48.8089;2.19792
13730;Radar fixe;2012-05-21T00:00;50;48.416;1.5321
13731;Radar fixe;2012-09-04T00:00;50;48.805;2.1339
13732;Radar fixe;2012-09-04T00:00;50;48.805;2.1339
13733;Radar fixe;2012-06-14T00:00;50;48.78;2.1314
13734;Radar fixe;2012-09-26T00:00;80;49.408;4.3686
13735;Radar fixe;2003-11-06T00:00;110;49.27277;6.17428
13736;Radar fixe;2012-08-10T00:00;80;49.874;4.3912
13737;Radar fixe;2013-04-15T00:00;80;47.9818;4.8942
13738;Radar fixe;2013-04-22T00:00;50;48.454;4.9626
13739;Radar fixe;2012-07-06T00:00;50;50.777;3.101
13740;Radar fixe;2012-06-21T00:00;70;43.48705;-1.53663
13741;Radar fixe;2012-08-01T00:00;50;43.44979;-1.56904
13742;Radar fixe;2012-10-12T00:00;80;49.898;2.9226
13743;Radar fixe;2012-08-01T00:00;50;43.11;5.8124
13744;Radar fixe;2012-07-05T00:00;50;43.10086;5.823865
13745;Radar fixe;2012-09-21T00:00;70;43.49302;6.48663
13746;Radar fixe;2013-09-13T00:00;90;48.59435;2.31103
13747;Radar fixe;2012-08-01T00:00;50;48.731;3.6112
13748;Radar fixe;2012-08-01T00:00;50;48.731;3.6124
13749;Radar fixe;2013-10-07T00:00;90;48.844561;2.81354
13750;Radar fixe;2014-01-02T00:00;50;48.875971;2.288479
13751;Radar fixe;2012-08-01T00:00;90;43.6003649;3.9190434
13752;Radar fixe;2012-08-01T00:00;90;47.467;6.0976
13753;Radar fixe;2012-11-20T00:00;80;47.662;6.3759
13754;Radar fixe;2013-06-10T00:00;80;47.624;6.2074
13755;Radar fixe;2012-09-29T00:00;50;47.854;3.6523
13756;Radar fixe;2012-06-15T00:00;50;44.959;-0.7102
13757;Radar fixe;2012-08-24T00:00;70;48.8465;1.53482
13758;Radar fixe;2013-08-09T00:00;80;48.43;-2.5088
13759;Radar fixe;2013-12-16T00:00;50;45.784;3.1353
13760;Radar fixe;2013-12-16T00:00;50;45.784;3.1353
13761;Radar fixe;2013-12-20T00:00;80;49.525;3.754
13762;Radar fixe;2013-06-28T00:00;70;49.036;3.2523
13763;Radar fixe;2013-09-13T00:00;50;49.892;3.9117
13764;Radar fixe;2013-01-23T00:00;70;46.181;6.2291
13765;Radar fixe;2013-06-03T00:00;50;48.877;2.1067
13766;Radar fixe;2013-10-04T00:00;80;49.399;6.2804
13767;Radar fixe;2013-11-15T00:00;70;49.2385;6.06709
13768;Radar fixe;2014-02-03T00:00;50;49.1422;0.41131
13769;Radar fixe;2014-01-17T00:00;50;48.837;2.3352
13770;Radar fixe;2014-01-27T00:00;50;48.840788;2.390433
13771;Radar fixe;2014-01-27T00:00;50;48.8470894;2.3606053
13772;Radar fixe;2014-06-16T00:00;70;14.60795;-61.04224
13773;Radar fixe;2014-06-16T00:00;70;14.60745;-61.04235
13774;Radar fixe;2014-02-14T00:00;80;49.054;1.9596
13775;Radar fixe;2014-10-15T00:00;;42.749;0.1912
13776;Radar fixe;2014-10-15T00:00;;42.74837;0.19117
13777;Radar fixe;2014-11-17T00:00;80;44.341;4.793
13778;Radar fixe;2014-11-17T00:00;80;49.93826;3.24409
13779;Radar fixe;2014-09-02T00:00;70;49.618;3.4578
13780;Radar fixe;2015-03-03T00:00;80;46.06;-0.9395
13781;Radar fixe;2015-08-05T00:00;80;48.298;2.9475
13782;Radar fixe;2015-06-24T00:00;70;43.252;6.0651
13783;Radar fixe;2015-09-18T00:00;80;43.71891;3.79439
13784;Radar fixe;2015-08-17T00:00;80;43.277;3.2855
13785;Radar fixe;2015-10-12T00:00;70;43.586;3.9189
13786;Radar fixe;2016-01-22T00:00;80;46.264828;6.31718
13787;Radar fixe;2015-09-07T00:00;70;45.901;6.8611
13788;Radar fixe;2015-09-07T00:00;70;45.85587;6.91082
13789;Radar fixe;2015-09-07T00:00;70;45.863;6.9024
13790;Radar fixe;2015-09-07T00:00;70;45.889;6.8748
13791;Radar fixe;2016-02-15T00:00;70;47.203266;-1.622631
13792;Radar fixe;2016-03-18T00:00;70;47.180606;-1.60916
13793;Radar fixe;2003-11-06T00:00;90;49.12731;6.1618
13794;Radar fixe;2015-10-23T00:00;70;48.91581;4.42415
13795;Radar fixe;2016-01-15T00:00;80;47.9247787;-1.717421
13796;Radar fixe;2016-04-15T00:00;50;48.90546;2.0739
13797;Radar fixe;2017-04-14T00:00;50;48.816346;2.359291
13798;Radar fixe;2017-08-18T00:00;70;43.57649;-0.65743
13799;Radar fixe;2003-11-14T00:00;70;47.48393;-0.54887
13800;Radar fixe;2003-11-25T00:00;80;46.81268;6.36369
13801;Radar fixe;2003-11-22T00:00;80;46.8127;6.3637
13802;Radar fixe;2003-11-28T00:00;50;45.67995;4.84948
13803;Radar fixe;2003-11-25T00:00;70;48.88743;2.2516
13804;Radar fixe;2003-11-14T00:00;90;48.70775;2.19009
13805;Radar fixe;2003-12-04T00:00;70;48.8869;2.24157
13806;Radar discriminant;2011-12-05T00:00;70;46.299;-0.0571
13807;Radar discriminant;2011-10-31T00:00;90;45.361;4.2526
13808;Radar discriminant;2011-07-05T00:00;80;45.767;1.2911
13809;Radar discriminant;2011-10-31T00:00;80;46.364;3.0229
13810;Radar discriminant;2011-07-05T00:00;80;46.517;3.4723
13811;Radar discriminant;2011-07-05T00:00;80;46.456;3.9043
13812;Radar discriminant;2012-05-29T00:00;80;46.48;3.8307
13813;Radar discriminant;2012-06-19T00:00;80;46.36857;4.55662
13814;Radar discriminant;2011-10-31T00:00;80;46.413;4.4365
13815;Radar discriminant;2011-12-05T00:00;80;48.726;3.8492
13816;Radar discriminant;2013-04-02T00:00;80;43.16;-0.471
13817;Radar discriminant;2012-02-09T00:00;80;43.16;-0.4795
13818;Radar discriminant;2012-01-26T00:00;80;43.357;-1.7352
13819;Radar discriminant;2012-03-21T00:00;90;46.619;0.3449
13820;Radar discriminant;2012-03-28T00:00;90;46.618;0.356
13821;Radar discriminant;2012-02-10T00:00;110;48.054;6.587
13822;Radar discriminant;2012-07-30T00:00;90;49.377;6.0908
13823;Radar discriminant;2011-10-10T00:00;80;45.41358;0.85801
13824;Radar discriminant;2012-02-17T00:00;80;45.415;0.8791
13825;Radar discriminant;2011-12-12T00:00;80;48.716;0.8628
13826;Radar discriminant;2011-12-12T00:00;80;48.967;0.9336
13827;Radar discriminant;2011-12-12T00:00;80;49.085;0.5739
13828;Radar discriminant;2012-03-28T00:00;110;48.416;1.4759
13829;Radar discriminant;2012-02-10T00:00;90;47.372;0.6533
13830;Radar discriminant;2012-03-07T00:00;80;47.56;0.6094
13831;Radar discriminant;2012-02-10T00:00;90;47.321;0.7027
13832;Radar discriminant;2012-03-07T00:00;90;47.372;0.6534
13833;Radar discriminant;2012-08-10T00:00;80;47.593;0.7401
13834;Radar discriminant;2012-03-30T00:00;90;48.108;1.891
13835;Radar discriminant;2012-02-10T00:00;80;47.94;2.356
13836;Radar discriminant;2012-02-10T00:00;80;47.93;2.3378
13837;Radar discriminant;2012-05-02T00:00;90;47.934;1.9303
13838;Radar discriminant;2013-02-18T00:00;110;48.977;2.4732
13839;Radar discriminant;2013-10-04T00:00;90;48.997;2.4822
13840;Radar discriminant;2013-02-28T00:00;80;48.173;3.3941
13841;Radar discriminant;2011-11-25T00:00;80;47.964;3.813
13842;Radar discriminant;2011-12-05T00:00;80;47.792;3.6229
13843;Radar discriminant;2011-12-05T00:00;80;47.921;4.0192
13844;Radar discriminant;2011-12-05T00:00;80;48.176;3.1904
13845;Radar discriminant;2012-03-22T00:00;90;45.796;4.9344
13846;Radar discriminant;2012-03-21T00:00;80;48.344;4.2055
13847;Radar discriminant;2012-05-29T00:00;110;48.332771;4.093514
13848;Radar discriminant;2013-06-07T00:00;130;43.736;4.4634
13849;Radar discriminant;2014-03-24T00:00;130;43.937;4.604
13850;Radar discriminant;2013-02-05T00:00;90;43.584;1.4965
13851;Radar discriminant;2013-02-05T00:00;90;43.634;1.421
13852;Radar discriminant;2012-03-07T00:00;80;43.686;-0.1748
13853;Radar discriminant;2012-06-15T00:00;130;45.243;5.8603
13854;Radar discriminant;2012-10-26T00:00;70;47.797;1.0737
13855;Radar discriminant;2013-07-22T00:00;130;47.3446;-0.06767
13856;Radar discriminant;2012-05-16T00:00;110;48.643;5.066
13857;Radar discriminant;2013-07-04T00:00;110;50.551;3.0602
13858;Radar discriminant;2012-05-05T00:00;110;50.64;2.937
13859;Radar discriminant;2014-01-06T00:00;130;50.85;1.7236
13860;Radar discriminant;2014-03-10T00:00;70;50.7029;1.62584
13861;Radar discriminant;2012-08-10T00:00;70;48.339;7.5412
13862;Radar discriminant;2012-03-22T00:00;90;45.777;4.9715
13863;Radar discriminant;2013-10-04T00:00;130;46.734;4.8358
13864;Radar discriminant;2013-10-14T00:00;130;46.733;4.8355
13865;Radar discriminant;2013-12-13T00:00;130;48.903;2.0053
13866;Radar discriminant;2013-03-15T00:00;110;48.778;2.2135
13867;Radar discriminant;2012-08-10T00:00;80;48.506;1.8357
13868;Radar discriminant;2012-10-09T00:00;110;48.798;1.7733
13869;Radar discriminant;2012-03-28T00:00;80;43.841;2.1858
13870;Radar discriminant;2013-11-12T00:00;90;43.999;1.3646
13871;Radar discriminant;2012-10-26T00:00;130;48.142;4.6167
13872;Radar discriminant;2014-01-13T00:00;80;43.53074;4.95997
13873;Radar discriminant;2013-02-21T00:00;110;43.656;4.6519
13874;Radar discriminant;2013-03-25T00:00;110;43.404368;5.341811
13875;Radar discriminant;2012-05-02T00:00;110;45.268;3.2021
13876;Radar discriminant;2012-05-02T00:00;130;45.175;3.1705
13877;Radar discriminant;2012-08-10T00:00;130;45.372;1.5736
13878;Radar discriminant;2012-10-01T00:00;130;45.527;2.339
13879;Radar discriminant;2013-08-05T00:00;110;47.50559;6.82946
13880;Radar discriminant;2014-04-22T00:00;110;47.50559;6.82946
13881;Radar discriminant;2012-03-21T00:00;90;48.18;1.3748
13882;Radar discriminant;2012-04-11T00:00;110;48.751;1.4536
13883;Radar discriminant;2012-03-28T00:00;80;48.454;1.4482
13884;Radar discriminant;2013-01-23T00:00;110;46.605;1.5017
13885;Radar discriminant;2012-06-25T00:00;130;47.117;0.5987
13886;Radar discriminant;2013-01-23T00:00;110;47.415;0.7295
13887;Radar fixe;2004-01-24T00:00;70;48.822;2.37965
13888;Radar discriminant;2013-02-13T00:00;90;47.165;-1.5229
13889;Radar discriminant;2014-01-31T00:00;130;47.767;1.569
13890;Radar discriminant;2012-05-16T00:00;130;44.266;0.2796
13891;Radar discriminant;2012-09-17T00:00;130;48.734;-1.2957
13892;Radar discriminant;2012-03-21T00:00;80;48.277;5.1119
13893;Radar discriminant;2012-06-19T00:00;130;48.783;0.318
13894;Radar discriminant;2013-11-04T00:00;90;48.589;7.7303
13895;Radar discriminant;2013-02-22T00:00;90;45.585;5.9082
13896;Radar discriminant;2012-06-25T00:00;90;45.567;5.9427
13897;Radar discriminant;2012-12-03T00:00;110;46.075;5.9057
13898;Radar discriminant;2012-10-26T00:00;70;46.001;6.0052
13899;Radar discriminant;2012-04-11T00:00;80;48.692;3.1871
13900;Radar discriminant;2012-06-19T00:00;80;49.99;3.0073
13901;Radar discriminant;2012-09-17T00:00;80;49.658;2.7086
13902;Radar discriminant;2012-05-29T00:00;80;49.951;1.942
13903;Radar discriminant;2012-10-26T00:00;110;50.121;1.7958
13904;Radar discriminant;2012-09-17T00:00;80;49.957;2.8766
13905;Radar discriminant;2012-11-27T00:00;80;43.947;5.0278
13906;Radar discriminant;2012-09-17T00:00;80;44.025;4.8731
13907;Radar discriminant;2012-10-09T00:00;80;43.971;5.019
13908;Radar discriminant;2012-06-29T00:00;110;45.849;1.2761
13909;Radar discriminant;2013-12-02T00:00;130;48.163;5.707
13910;Radar discriminant;2013-08-05T00:00;90;48.609;2.3333
13911;Radar discriminant;2013-08-05T00:00;90;48.609;2.3332
13912;Radar discriminant;2013-06-07T00:00;110;49.035;2.4873
13913;Radar discriminant;2013-01-23T00:00;110;49.06;2.3584
13914;Radar discriminant;2013-02-11T00:00;90;47.165;-1.5225
13915;Radar discriminant;2014-02-14T00:00;90;47.165;-1.5225
13916;Radar discriminant;2012-12-18T00:00;70;45.851;0.5038
13917;Radar discriminant;2012-08-10T00:00;110;45.617;0.1009
13918;Radar discriminant;2013-07-15T00:00;110;45.678;0.1485
13919;Radar discriminant;2012-10-01T00:00;80;43.633;-0.6183
13920;Radar discriminant;2012-09-17T00:00;110;46.215;1.7227
13921;Radar discriminant;2013-01-07T00:00;110;46.19299;1.9536
13922;Radar discriminant;2012-06-19T00:00;110;46.761;-1.4307
13923;Radar discriminant;2013-07-04T00:00;130;50.523;3.0409
13924;Radar discriminant;2013-10-25T00:00;110;43.732;7.2953
13925;Radar discriminant;2013-12-16T00:00;110;43.797;7.4834
13926;Radar discriminant;2013-10-25T00:00;80;47.2836;2.19036
13927;Radar discriminant;2013-07-11T00:00;80;47.294;2.2123
13928;Radar discriminant;2013-03-20T00:00;130;44.744;-0.7043
13929;Radar discriminant;2013-04-12T00:00;130;44.593;-0.843
13930;Radar discriminant;2013-07-24T00:00;130;44.977;-0.432
13931;Radar discriminant;2013-07-15T00:00;130;49.222;2.6418
13932;Radar discriminant;2013-09-09T00:00;110;49.0878619;2.7327044
13933;Radar discriminant;2013-10-25T00:00;90;45.81559;4.917147
13934;Radar discriminant;2013-02-14T00:00;90;45.731;4.9788
13935;Radar discriminant;2013-02-11T00:00;80;45.914;4.3522
13936;Radar discriminant;2012-11-27T00:00;70;46.701;4.3962
13937;Radar discriminant;2012-10-17T00:00;80;46.376;4.862
13938;Radar discriminant;2013-02-11T00:00;70;46.191;-0.0572
13939;Radar discriminant;2013-04-08T00:00;80;43.807;1.3215
13940;Radar discriminant;2013-01-07T00:00;80;43.894;1.3054
13941;Radar discriminant;2012-10-01T00:00;80;43.956;1.4404
13942;Radar discriminant;2013-10-14T00:00;110;48.625;2.3604
13943;Radar discriminant;2012-12-21T00:00;70;47.633;6.1594
13944;Radar discriminant;2013-11-12T00:00;90;47.251;-1.4765
13945;Radar discriminant;2013-11-12T00:00;110;45.031;-0.4199
13946;Radar discriminant;2013-09-02T00:00;110;48.647;4.8641
13947;Radar discriminant;2013-05-06T00:00;80;45.85;5.2976
13948;Radar discriminant;2014-03-13T00:00;110;49.364;3.3451
13949;Radar discriminant;2014-03-13T00:00;110;49.364;3.3449
13950;Radar discriminant;2014-02-14T00:00;80;49.727;4.4277
13951;Radar discriminant;2013-12-02T00:00;110;49.753;5.0284
13952;Radar discriminant;2013-02-21T00:00;110;46.199;-1.0354
13953;Radar discriminant;2013-02-21T00:00;90;46.126;-1.106
13954;Radar discriminant;2013-03-18T00:00;110;45.3;-0.2388
13955;Radar fixe;2004-01-10T00:00;70;48.82352;2.31005
13956;Radar discriminant;2013-09-30T00:00;110;49.431253;2.810755
13957;Radar discriminant;2013-10-04T00:00;110;49.316967;2.442069
13958;Radar discriminant;2013-05-13T00:00;110;48.146;7.3689
13959;Radar discriminant;2014-04-07T00:00;80;47.887;6.91
13960;Radar discriminant;2013-02-18T00:00;70;46.894;4.8527
13961;Radar discriminant;2013-08-08T00:00;80;43.909;1.7595
13962;Radar discriminant;2013-08-08T00:00;80;43.916;2.2793
13963;Radar discriminant;2013-04-08T00:00;80;43.621;2.3086
13964;Radar discriminant;2013-08-08T00:00;80;44.292;1.8687
13965;Radar discriminant;2013-03-01T00:00;80;44.218;1.5165
13966;Radar discriminant;2013-10-24T00:00;110;42.739;2.8873
13967;Radar discriminant;2013-05-24T00:00;130;46.824;0.5191
13968;Radar discriminant;2013-07-15T00:00;130;43.17;2.7785
13969;Radar discriminant;2013-06-25T00:00;80;43.47254;2.85574
13970;Radar discriminant;2013-09-06T00:00;130;43.629;3.6938
13971;Radar discriminant;2013-07-03T00:00;110;48.14634;7.36874
13972;Radar discriminant;2013-11-21T00:00;90;50.583;3.0907
13973;Radar discriminant;2013-11-21T00:00;90;50.589;3.0965
13974;Radar discriminant;2013-09-13T00:00;110;48.867;6.0934
13975;Radar discriminant;2013-08-12T00:00;110;48.921;6.1098
13976;Radar discriminant;2014-01-20T00:00;90;48.536;2.2093
13977;Radar discriminant;2013-11-04T00:00;110;48.703;5.4252
13978;Radar discriminant;2014-01-02T00:00;110;48.693;5.3376
13979;Radar discriminant;2014-05-26T00:00;90;44.783;-0.6321
13980;Radar discriminant;2013-10-25T00:00;90;47.363;0.7134
13981;Radar discriminant;2013-09-23T00:00;90;47.396;0.707
13982;Radar discriminant;2014-03-10T00:00;80;49.382;4.5778
13983;Radar discriminant;2014-05-27T00:00;80;48.485;3.4819
13984;Radar discriminant;2014-01-02T00:00;80;48.496;4.1362
13985;Radar discriminant;2013-09-02T00:00;80;44.39;2.695
13986;Radar discriminant;2014-03-31T00:00;80;46.065;0.6756
13987;Radar discriminant;2014-02-03T00:00;90;45.989;0.2005
13988;Radar discriminant;2014-08-21T00:00;90;48.517;-2.745
13989;Radar discriminant;2014-08-21T00:00;90;48.51;-2.7402
13990;Radar discriminant;2014-04-08T00:00;90;47.934;1.9304
13991;Radar discriminant;2013-11-22T00:00;80;47.816;5.4976
13992;Radar discriminant;2014-01-06T00:00;110;50.36674;2.31171
13993;Radar discriminant;2014-06-12T00:00;90;45.765;4.9072
13994;Radar discriminant;2014-05-05T00:00;90;45.76502;4.90727
13995;Radar discriminant;2014-01-31T00:00;110;48.341;6.3143
13996;Radar discriminant;2013-10-28T00:00;80;48.1735;3.3715
13997;Radar discriminant;2014-04-22T00:00;80;48.022;3.3137
13998;Radar discriminant;2013-12-13T00:00;80;48.746;0.9892
13999;Radar discriminant;2014-02-14T00:00;90;48.742;0.9608
14000;Radar discriminant;2014-01-02T00:00;90;43.592;1.3988
14001;Radar discriminant;2013-12-20T00:00;80;43.581;0.5401
14002;Radar discriminant;2013-12-13T00:00;80;43.782;-0.0235
14003;Radar discriminant;2013-11-22T00:00;70;47.796;1.0742
14004;Radar discriminant;2014-05-19T00:00;110;49.556;-1.564
14005;Radar discriminant;2014-02-17T00:00;110;48.691;-1.3606
14006;Radar discriminant;2014-01-20T00:00;70;48.767;4.5832
14007;Radar discriminant;2013-11-12T00:00;110;50.604;2.9455
14008;Radar discriminant;2014-01-20T00:00;110;45.557;5.7306
14009;Radar discriminant;2014-01-17T00:00;90;45.571;5.9364
14010;Radar discriminant;2014-04-04T00:00;80;49.4729;0.94695
14011;Radar discriminant;2014-05-05T00:00;90;43.369;6.5964
14012;Radar discriminant;2014-05-05T00:00;90;43.382116;6.589798
14013;Radar discriminant;2014-03-21T00:00;90;48.62899;2.35524
14014;Radar discriminant;2014-05-23T00:00;80;43.542;4.9559
14015;Radar discriminant;2014-04-28T00:00;110;43.711;-1.2282
14016;Radar discriminant;2014-06-06T00:00;130;44.139;-0.9731
14017;Radar discriminant;2014-04-08T00:00;130;44.4124;-0.81969
14018;Radar discriminant;2014-02-14T00:00;80;43.354;-0.5332
14019;Radar discriminant;2014-05-23T00:00;110;48.95;2.4492
14020;Radar discriminant;2014-05-15T00:00;130;43.943;-1.083
14021;Radar discriminant;2014-05-12T00:00;130;43.389;3.4582
14022;Radar discriminant;2014-05-05T00:00;130;43.475;3.6513
14023;Radar discriminant;2014-04-07T00:00;130;49.541;2.7273
14024;Radar discriminant;2014-04-07T00:00;130;49.541;2.7273
14025;Radar discriminant;2018-05-25T00:00;110;48.967674;2.510128
14026;Radar discriminant;2015-01-12T00:00;80;45.957;5.3272
14027;Radar discriminant;2015-01-28T00:00;110;46.197;1.78434
14028;Radar discriminant;2015-03-31T00:00;90;44.871;-0.6426
14029;Radar discriminant;2014-12-29T00:00;90;49.4168;1.04682
14030;Radar discriminant;2015-04-27T00:00;90;43.827;3.3157
14031;Radar discriminant;2015-02-23T00:00;90;43.608;1.4101
14032;Radar discriminant;2015-03-16T00:00;90;45.695;4.8309
14033;Radar discriminant;2017-12-22T00:00;90;45.671884;4.772833
14034;Radar discriminant;2015-09-07T00:00;90;45.195;6.6222
