Numéro de radar;Type de radar;Date de mise en service;VMA ;Latitude; Longitude
FE269159;ETT;23/12/2022 16:00;NA;+45.742030;+4.850811
FE269160;ETT;16/12/2022 11:35;NA;+45.693708;+4.874776
FE269161;ETT;26/01/2023 15:50;NA;+46.109180;+4.733801
FE269163;ETT;27/01/2023 10:55;NA;+45.706154;+4.887528
FE269203;ETT;02/02/2023 11:30;NA;+45.769404;+4.860287
FE269208;ETT;28/03/2024 11:00;NA;+45.778884;+4.867318
FE273002;ETFR;17/02/2010 00:00;NA;+45.67192;+6.38616
FE273005;ETFR;22/01/2010 00:00;NA;+45.57623;+5.90712
FE273008;ETFR;17/02/2010 00:00;NA;+45.66360;+6.36369
FE274001;ETFR;02/07/2010 00:00;NA;+45.91141;+6.12117
FE274002;ETFR;02/07/2010 00:00;NA;+46.18596;+6.24764
FE274003;ETFR;02/07/2010 00:00;NA;+46.19269;+6.24503
FE274004;ETFR;02/07/2010 00:00;NA;+46.31815;+6.33026
FE274006;ETFR;22/09/2010 00:00;NA;+46.37388;+6.48532
FE274010;ETFR;06/07/2011 00:00;NA;+46.18588;+6.23654
FE274011;ETFR;06/07/2011 00:00;NA;+46.37059;+6.47080
FE278100;ETT;27/07/2020 00:00;NA;+48.921833;+2.084083
FE278102;ETT;12/07/2021 16:30;NA;+49.001753;+1.906380
FE278103;ETT;20/09/2022 00:00;NA;+48.985339;+1.911886
FE278104;ETT;27/04/2023 00:00;NA;+48.79823;+2.152733
FE283013;ETFR;09/02/2010 00:00;NA;+43.13722;+5.85076
FE283028;ETFR;10/01/2011 00:00;NA;+43.43455;+6.75722
FE283032;ETFR;20/12/2012 00:00;NA;+43.50500;+6.48250
FE283051;ETFR;06/04/2012 00:00;NA;+43.12155;+5.94077
FE283055;ETFR;03/10/2012 00:00;NA;+43.11838;+6.13148
FE283121;ETT;20/07/2021 14:15;NA;+43.128823;+5.90164
FE283122;ETT;10/12/2020 10:00;NA;+43.434482;+6.758445
FE283123;ETT;09/12/2020 09:30;NA;+43.088402;+5.898880
FE283124;ETT;08/01/2021 10:30;NA;+43.435924;+6.730413
FE283125;ETT;13/08/2021 00:00;NA;+43.426772;+6.726949
FE283128;ETT;09/12/2020 09:30;NA;+43.131783;+5.993665
FE283130;ETT;11/01/2021 00:00;NA;+43.113779;+5.957373
FE283132;ETT;31/05/2021 00:00;NA;+43.522085;+6.466255
FE283135;ETT;08/01/2021 12:00;NA;+43.12167;+5.94097
FE283138;ETT;23/03/2021 00:00;NA;+43.110274;+5.969873
FE283153;ETT;15/09/2021 00:00;NA;+43.128389;+6.009295
FE284003;ETFR;07/11/2009 00:00;NA;+44.06034;+5.04881
FE284005;ETFR;17/02/2010 00:00;NA;+43.99220;+4.86416
FE284006;ETFR;03/11/2009 00:00;NA;+43.95334;+4.81345
FE284020;ETFR;15/06/2011 00:00;NA;+43.95166;+4.83401
FE284025;ETFR;08/12/2011 00:00;NA;+44.13645;+4.80389
FE284027;ETFR;20/05/2011 00:00;NA;+43.83845;+5.04889
FE284183;ETT;18/05/2022 00:00;NA;+43.930808;+4.825269
FE284188;ETT;19/05/2022 18:05;NA;+43.932151;+4.829401
FE284189;ETT;03/06/2022 00:00;NA;+43.935615;+4.781869
FE284190;ETT;01/06/2022 00:00;NA;+43.831819;+5.039477
FE284191;ETT;20/05/2022 00:00;NA;+43.932002;+4.829201
FE284192;ETT;21/10/2022 08:30;NA;+43.962894;+4.860223
FE284193;ETT;03/06/2022 00:00;NA;+43.936176;+4.781773
FE284194;ETT;14/06/2022 00:00;NA;+43.940462;+4.836071
FE284195;ETT;19/05/2022 18:05;NA;+43.933226;+4.872567
FE284196;ETT;03/06/2022 00:00;NA;+43.868052;+5.143153
FE288100;ETT;28/10/2019 00:00;NA;+47.879696;+6.764915
FE290103;ETU;17/01/2024 20:30;NA;+47.629356;+6.843177
FE292100;ETT;02/09/2025 00:00;NA;+48.900794;+2.275737
FE293101;ETT;15/02/2022 00:00;NA;+48.935799;+2.372392
FE293102;ETT;23/05/2022 00:00;NA;+48.905779;+2.374955
FE293103;ETT;01/03/2023 20:40;NA;+48.95325;+2.563134
FE293104;ETT;01/03/2023 20:40;NA;+48.946008;+2.493833
FE294000;ETU;13/02/2025 13:09;NA;+48.770467;+2.447139
FE307501;ETPN;19/07/2013 00:00;NA;+44.63323;+4.74498
FE307502;ETPN;19/07/2013 00:00;NA;+44.63175;+4.74392
FE309001;ETFR;19/07/2010 00:00;NA;+42.93519;+1.85019
FE311000;ETFR;05/04/2011 10:00;NA;+43.20357;+2.76119
FE311002;ETFR;06/04/2011 00:00;NA;+43.21278;+2.34516
FE311004;ETFR;05/04/2011 10:00;NA;+43.21639;+2.35260
FE311006;ETFR;05/04/2011 10:00;NA;+43.20329;+2.76218
FE311007;ETFR;20/04/2011 00:00;NA;+43.21638;+2.35645
FE313501;ETPN;01/12/2015 00:00;NA;+43.64836;+5.54500
FE313502;ETPN;01/12/2015 00:00;NA;+43.64836;+5.54583
FE316005;ETFR;11/10/2010 00:00;NA;+45.65085;+0.18468
FE316007;ETFR;28/03/2011 00:00;NA;+45.64568;+0.15273
FE316008;ETFR;13/08/2010 00:00;NA;+45.67155;+0.15949
FE316009;ETFR;13/08/2010 00:00;NA;+45.67904;+0.16341
FE316010;ETFR;13/08/2010 00:00;NA;+45.67261;+0.17396
FE316013;ETFR;07/09/2010 00:00;NA;+45.67680;+0.21978
FE316027;ETFR;07/09/2010 00:00;NA;+45.67311;-0.30716
FE316028;ETFR;17/09/2010 00:00;NA;+45.67241;-0.30645
FE316029;ETFR;07/09/2010 00:00;NA;+45.67392;-0.32850
FE316030;ETFR;17/09/2010 00:00;NA;+45.67315;-0.32857
FE316031;ETFR;12/11/2010 00:00;NA;+45.73620;+0.38625
FE316033;ETFR;12/11/2010 00:00;NA;+45.74342;+0.38744
FE316034;ETFR;12/11/2010 00:00;NA;+45.74396;+0.38708
FE316035;ETFR;12/11/2010 00:00;NA;+45.74043;+0.38746
FE316036;ETFR;12/11/2010 00:00;NA;+45.74126;+0.38740
FE316037;ETFR;30/03/2011 00:00;NA;+45.88595;+0.58245
FE316038;ETFR;30/03/2011 00:00;NA;+45.88598;+0.58375
FE316039;ETFR;13/08/2010 00:00;NA;+45.67208;+0.15921
FE316040;ETFR;11/10/2010 00:00;NA;+45.64680;+0.17282
FE317000;ETFR;05/01/2011 00:00;NA;+46.15460;-1.13610
FE317001;ETFR;28/01/2011 00:00;NA;+46.17298;-1.15026
FE317002;ETFR;11/02/2011 00:00;NA;+45.62432;-1.02376
FE317003;ETFR;01/02/2012 00:00;NA;+45.62408;-1.02926
FE317004;ETFR;05/01/2011 00:00;NA;+46.15525;-1.13561
FE317005;ETFR;05/01/2011 00:00;NA;+46.17364;-1.15061
FE318501;ETPN;06/05/2013 00:00;NA;+47.23838;+2.03026
FE319000;ETFR;23/07/2010 00:00;NA;+45.15757;+1.52408
FE319002;ETFR;03/01/2011 00:00;NA;+45.16086;+1.53328
FE319005;ETFR;23/07/2010 00:00;NA;+45.15726;+1.52329
FE319501;ETPN;02/12/2013 00:00;NA;+45.22979;+1.42128
FE319502;ETPN;02/12/2013 00:00;NA;+45.22957;+1.42069
FE324005;ETFR;24/03/2010 00:00;NA;+45.19515;+0.70330
FE324007;ETFR;19/05/2010 00:00;NA;+45.18788;+0.72969
FE324009;ETFR;09/06/2010 00:00;NA;+45.12933;+1.22694
FE324011;ETFR;02/06/2010 00:00;NA;+45.54226;+0.97677
FE327501;ETPN;27/10/2014 00:00;NA;+48.74284;+0.92666
FE327502;ETPN;27/10/2014 00:00;NA;+48.74316;+0.92705
FE330000;ETFR;02/02/2010 00:00;NA;+43.72760;+4.22063
FE330001;ETFR;17/09/2010 00:00;NA;+44.13407;+4.07858
FE330002;ETFR;01/03/2010 00:00;NA;+43.79205;+4.38122
FE330004;ETFR;02/02/2010 00:00;NA;+44.26198;+4.64364
FE330005;ETFR;01/03/2010 00:00;NA;+44.17159;+4.10532
FE330006;ETFR;02/02/2010 00:00;NA;+43.82058;+4.34006
FE330007;ETFR;02/02/2010 00:00;NA;+43.82819;+4.35223
FE330013;ETFR;02/06/2010 00:00;NA;+44.11096;+4.08042
FE330016;ETFR;06/05/2011 00:00;NA;+43.83747;+4.32869
FE330017;ETFR;06/05/2011 00:00;NA;+43.84199;+4.38742
FE330018;ETFR;01/04/2011 00:00;NA;+43.84966;+4.37393
FE330021;ETFR;06/05/2011 00:00;NA;+44.13382;+4.08315
FE330022;ETFR;01/04/2011 00:00;NA;+43.83062;+4.55928
FE330023;ETFR;01/04/2011 00:00;NA;+43.83064;+4.56137
FE330024;ETFR;10/05/2011 00:00;NA;+43.93885;+4.56413
FE330025;ETFR;06/05/2011 00:00;NA;+43.84183;+4.31348
FE330027;ETFR;18/12/2012 00:00;NA;+43.83714;+4.34567
FE330029;ETFR;02/06/2011 00:00;NA;+44.10535;+4.08202
FE331000;ETFR;02/02/2010 00:00;NA;+43.60503;+1.47814
FE331001;ETFR;26/01/2010 00:00;NA;+43.58659;+1.40677
FE331004;ETFR;11/01/2010 00:00;NA;+43.63303;+1.43358
FE331008;ETFR;17/01/2011 00:00;NA;+43.55849;+1.40241
FE331010;ETFR;18/12/2012 00:00;NA;+43.61426;+1.45043
FE331011;ETFR;04/04/2011 00:00;NA;+43.65913;+1.41858
FE331013;ETFR;28/04/2011 00:00;NA;+43.65040;+1.47210
FE331014;ETFR;13/12/2010 00:00;NA;+43.62142;+1.42486
FE331017;ETFR;21/03/2011 00:00;NA;+43.64143;+1.46687
FE331019;ETFR;01/12/2010 00:00;NA;+43.59443;+1.45711
FE331021;ETFR;18/03/2011 00:00;NA;+43.56676;+1.45867
FE331022;ETFR;28/01/2011 00:00;NA;+43.59323;+1.42870
FE331024;ETFR;04/04/2011 00:00;NA;+43.64843;+1.43887
FE331026;ETFR;18/03/2011 00:00;NA;+43.55761;+1.40172
FE331501;ETPN;20/10/2015 00:00;NA;+43.59405;+1.42124
FE331502;ETPN;19/10/2015 00:00;NA;+43.59349;+1.42078
FE333000;ETFR;28/10/2009 00:00;NA;+44.82817;-0.53973
FE333002;ETFR;03/11/2009 00:00;NA;+44.83694;-0.59909
FE333003;ETFR;03/11/2009 00:00;NA;+44.82823;-0.56121
FE333004;ETFR;17/07/2009 00:00;NA;+44.85439;-0.57261
FE333005;ETFR;10/05/2012 00:00;NA;+44.86011;-0.56910
FE333006;ETFR;03/11/2009 00:00;NA;+44.81436;-0.57268
FE333010;ETFR;29/10/2012 00:00;NA;+44.85653;-0.59133
FE333015;ETFR;07/06/2012 00:00;NA;+44.81973;-0.59745
FE333016;ETFR;07/06/2012 00:00;NA;+44.82026;-0.59722
FE334000;ETFR;28/02/2012 00:00;NA;+43.60871;+3.84090
FE334001;ETFR;13/07/2010 00:00;NA;+43.61259;+3.86710
FE334003;ETFR;02/06/2010 00:00;NA;+43.34735;+3.21812
FE334006;ETFR;29/09/2010 00:00;NA;+43.60152;+3.88475
FE334007;ETFR;20/09/2012 00:00;NA;+43.58181;+3.86399
FE334009;ETFR;02/06/2010 00:00;NA;+43.35416;+3.23051
FE334010;ETFR;02/06/2010 00:00;NA;+43.34702;+3.21874
FE334012;ETFR;29/07/2011 00:00;NA;+43.34271;+3.22119
FE334013;ETFR;25/05/2012 00:00;NA;+43.59652;+3.84553
FE334014;ETFR;29/06/2012 00:00;NA;+43.59671;+3.84458
FE334017;ETFR;29/07/2011 00:00;NA;+43.34471;+3.23386
FE334020;ETFR;06/07/2011 00:00;NA;+43.58921;+3.88444
FE334021;ETFR;25/05/2012 00:00;NA;+43.62588;+3.88183
FE334023;ETFR;06/07/2011 00:00;NA;+43.59694;+3.89264
FE334024;ETFR;29/07/2011 00:00;NA;+43.65381;+3.96754
FE334025;ETFR;06/07/2011 00:00;NA;+43.62027;+3.85001
FE334026;ETFR;28/02/2012 00:00;NA;+43.65376;+3.96748
FE334503;ETPN;30/08/2013 00:00;NA;+43.63025;+3.90981
FE334504;ETPN;30/08/2013 00:00;NA;+43.62992;+3.91044
FE334505;ETPN;19/08/2013 00:00;NA;+43.67965;+4.12201
FE334506;ETPN;19/08/2013 00:00;NA;+43.67902;+4.12215
FE334509;ETPN;30/06/2016 00:00;NA;+43.31902;+3.47559
FE334510;ETPN;04/04/2016 00:00;NA;+43.318018;+3.475355
FE337501;ETPN;27/10/2014 00:00;NA;+47.30782;+0.36312
FE337502;ETPN;27/10/2014 00:00;NA;+47.30805;+0.36313
FE338501;ETPN;24/11/2014 00:00;NA;+45.62753;+5.15145
FE338502;ETPN;24/11/2014 00:00;NA;+45.62673;+5.15192
FE340000;ETFR;18/01/2010 00:00;NA;+43.69448;-1.0693
FE340001;ETFR;18/01/2010 00:00;NA;+43.89460;-0.51332
FE340002;ETFR;18/01/2010 00:00;NA;+43.87838;-0.47799
FE340501;ETPN;01/08/2013 00:00;NA;+43.91955;-0.91751
FE343501;ETPN;13/05/2013 00:00;NA;+45.36390;+3.31065
FE343502;ETPN;06/05/2013 00:00;NA;+45.36421;+3.30968
FE344501;ETPN;19/08/2013 00:00;NA;+47.16053;-1.38496
FE344503;ETPN;19/08/2013 00:00;NA;+47.10614;-1.78975
FE344505;ETPN;19/08/2013 00:00;NA;+47.16025;-1.38446
FE344506;ETPN;19/08/2013 00:00;NA;+47.10554;-1.79026
FE345601;ETPN;19/06/2015 00:00;NA;+48.10350;+2.77429
FE345602;ETPN;19/06/2015 00:00;NA;+48.10317;+2.77446
FE347000;ETFR;11/02/2011 00:00;NA;+44.20058;+0.63367
FE347003;ETFR;11/02/2011 00:00;NA;+44.39838;+0.70698
FE347004;ETFR;21/02/2011 00:00;NA;+44.39777;+0.70748
FE347005;ETFR;04/04/2011 00:00;NA;+44.19424;+0.62899
FE347007;ETFR;13/05/2011 00:00;NA;+44.41564;+0.72988
FE347009;ETFR;04/04/2011 00:00;NA;+44.20629;+0.61152
FE347010;ETFR;13/05/2011 00:00;NA;+44.42009;+0.72001
FE347011;ETFR;15/04/2011 00:00;NA;+44.19173;+0.61525
FE347012;ETFR;06/04/2011 00:00;NA;+44.20196;+0.55170
FE347013;ETFR;13/05/2011 00:00;NA;+44.50161;+0.15814
FE347504;ETPN;13/12/2013 00:00;NA;+44.50700;+0.16015
FE347603;ETPN;23/09/2013 00:00;NA;+44.50768;+0.16004
FE359501;ETPN;22/11/2012 00:00;NA;+50.75275;+2.49104
FE359502;ETPN;23/01/2013 00:00;NA;+50.75267;+2.49090
FE359504;ETPN;22/07/2013 00:00;NA;+50.66037;+3.08054
FE359509;ETPN;29/07/2013 00:00;NA;+50.39033;+3.48627
FE359510;ETPN;29/07/2013 00:00;NA;+50.38977;+3.48682
FE359511;ETPN;28/09/2015 00:00;NA;+50.60643;+2.98773
FE359512;ETPN;28/09/2015 00:00;NA;+50.60574;+2.98873
FE360501;ETPN;12/10/2012 00:00;NA;+49.09549;+2.74364
FE360502;ETPN;12/10/2012 00:00;NA;+49.095224;+2.744452
FE362503;ETPN;22/09/2014 00:00;NA;+50.29317;+2.80525
FE362504;ETPN;22/09/2014 00:00;NA;+50.29251;+2.80568
FE364000;ETFR;02/02/2010 00:00;NA;+43.30487;-0.37013
FE364001;ETFR;05/02/2010 00:00;NA;+43.42037;-1.60707
FE364002;ETFR;26/01/2010 00:00;NA;+43.49267;-0.78083
FE364003;ETFR;15/01/2010 00:00;NA;+43.49819;-1.49149
FE364004;ETFR;26/01/2010 00:00;NA;+43.30193;-0.39579
FE364005;ETFR;19/05/2010 00:00;NA;+43.48700;-1.53665
FE364009;ETFR;15/01/2010 00:00;NA;+43.48513;-1.49443
FE364010;ETFR;26/01/2010 00:00;NA;+43.31209;-0.37748
FE364015;ETFR;12/11/2010 00:00;NA;+43.29612;-0.37833
FE364018;ETFR;19/11/2010 00:00;NA;+43.43801;-1.58931
FE364020;ETFR;11/10/2010 00:00;NA;+43.31390;-0.41791
FE364021;ETFR;11/10/2010 00:00;NA;+43.31374;-0.37561
FE364025;ETFR;11/10/2010 00:00;NA;+43.31908;-0.36800
FE364026;ETFR;19/01/2012 00:00;NA;+43.50358;-1.46966
FE365000;ETFR;15/12/2009 00:00;NA;+43.22775;+0.05619
FE365001;ETFR;15/12/2009 00:00;NA;+43.22046;+0.06367
FE365002;ETFR;09/10/2017 00:00;NA;+42.74836;+0.19113
FE366002;ETFR;02/06/2010 19:00;NA;+42.68811;+2.87444
FE366004;ETFR;13/07/2010 00:00;NA;+42.68930;+2.88492
FE366005;ETFR;02/06/2010 00:00;NA;+42.681403;+2.881799
FE366006;ETFR;10/08/2010 00:00;NA;+42.70914;+2.89845
FE366007;ETFR;30/07/2010 15:00;NA;+42.70862;+2.89901
FE366010;ETFR;03/01/2012 00:00;NA;+42.69311;+2.90425
FE366011;ETFR;03/01/2012 00:00;NA;+42.6927;+2.90393
FE366013;ETFR;03/01/2012 00:00;NA;+42.68724;+2.90135
FE366014;ETFR;03/01/2012 00:00;NA;+42.67727;+2.90517
FE366016;ETFR;03/01/2012 00:00;NA;+42.69394;+2.87247
FE366018;ETFR;03/01/2012 00:00;NA;+42.68945;+2.90664
FE368601;ETPN;03/06/2016 00:00;NA;+47.80932;+7.10366
FE368602;ETPN;03/06/2016 00:00;NA;+47.80885;+7.10519
FE369501;ETPN;18/03/2013 00:00;NA;+45.85680;+4.70118
FE369502;ETPN;18/03/2013 00:00;NA;+45.85680;+4.70000
FE369503;ETPN;29/04/2013 00:00;NA;+45.45942;+4.76249
FE369504;ETPN;19/04/2013 00:00;NA;+45.45890;+4.76154
FE371501;ETPN;19/06/2015 00:00;NA;+46.86264;+4.24566
FE371502;ETPN;19/06/2015 00:00;NA;+46.86327;+4.24660
FE372501;ETPN;29/08/2013 00:00;NA;+47.97964;+0.20154
FE372502;ETPN;29/08/2013 00:00;NA;+47.97961;+0.20070
FE372503;ETPN;29/08/2013 00:00;NA;+48.03382;+0.16992
FE372504;ETPN;29/08/2013 00:00;NA;+48.03395;+0.17135
FE373501;ETPN;20/06/2013 00:00;NA;+45.68552;+5.90926
FE373502;ETPN;20/06/2013 00:00;NA;+45.68559;+5.90981
FE377501;ETPN;25/11/2015 00:00;NA;+48.26675;+2.68601
FE377502;ETPN;25/11/2015 00:00;NA;+48.26681;+2.68713
FE379000;ETFR;28/12/2010 00:00;NA;+46.31552;-0.50317
FE379001;ETFR;28/12/2010 00:00;NA;+46.99237;-0.21773
FE379008;ETFR;28/12/2010 00:00;NA;+46.99200;-0.21698
FE379009;ETFR;28/12/2010 00:00;NA;+46.33938;-0.44639
FE379010;ETFR;28/12/2010 00:00;NA;+46.41212;-0.20987
FE382000;ETFR;05/02/2010 00:00;NA;+44.03451;+1.11765
FE382002;ETFR;18/12/2009 00:00;NA;+44.01735;+1.32003
FE382003;ETFR;15/01/2010 00:00;NA;+44.0358;+1.37074
FE382004;ETFR;25/05/2012 00:00;NA;+44.01274;+1.34584
FE382005;ETFR;25/05/2012 00:00;NA;+44.02291;+1.34843
FE382007;ETFR;25/05/2012 00:00;NA;+44.01752;+1.36995
FE386001;ETFR;17/09/2010 00:00;NA;+46.56329;+0.38156
FE386006;ETFR;17/09/2010 00:00;NA;+46.54325;+0.41506
FE386009;ETFR;17/09/2010 00:00;NA;+46.63813;+0.35816
FE386010;ETFR;02/02/2011 00:00;NA;+46.55188;+0.32128
FE387501;ETPN;30/06/2016 00:00;NA;+45.96016;+1.16992
FE387502;ETPN;30/06/2016 00:00;NA;+45.95989;+1.17052
FE389501;ETPN;05/07/2012 00:00;NA;+47.82190;+3.58685
FE389502;ETPN;05/07/2012 00:00;NA;+47.82254;+3.58734
FE391501;ETPN;26/06/2015 00:00;NA;+48.53784;+2.37411
FE391502;ETPN;26/06/2015 00:00;NA;+48.53771;+2.37489
FE391503;ETPN;11/03/2016 00:00;NA;+48.56515;+2.17145
FE391504;ETPN;16/09/2016 00:00;NA;+48.56460;+2.17204
FE395501;ETPN;08/10/2014 00:00;NA;+48.97523;+2.33639
FE395502;ETPN;08/10/2014 00:00;NA;+48.97519;+2.33751
